-40.96315750,-40.96315750,-40.95808577,-40.53782501,-39.97256851,-39.77167934,-39.84789550,-39.92530593,-40.28653115,-40.66906245,-39.70145309,-38.55389050,-39.27693308,4.00000000
-40.02431559,-40.20909356,-40.31628831,-40.33060208,-40.33060208,-40.33060208,-40.03853223,-38.68514039,-38.06665636,-38.39702978,-38.51903869,-38.26139572,-38.45038735,4.00000000
-37.95520085,-38.86910255,-39.50503090,-39.67954165,-39.87500589,-39.53843085,-38.42493689,-34.16862617,-31.69652370,-29.97342974,-29.25699495,-30.31303751,-30.14498325,4.00000000
-39.41356843,-40.22427731,-40.00181157,-38.26744747,-37.06718085,-36.43322563,-37.05979180,-37.00772013,-36.53709777,-36.84310342,-36.51124909,-33.50067485,-31.07683892,4.00000000
-38.13219424,-37.85833616,-37.52668431,-37.73155151,-38.83109744,-39.20770846,-39.31693614,-39.34055847,-38.02166196,-34.86834574,-33.06213526,-32.05035405,-32.37368526,4.00000000
-36.87983172,-37.45520619,-38.10537118,-38.71194284,-39.56915949,-39.69652809,-39.53245221,-38.88111738,-35.44499932,-33.69214832,-32.86565584,-32.80678309,-34.15212005,4.00000000
-37.83735441,-33.63224787,-32.92677085,-34.14155847,-34.59554016,-33.84448713,-33.74574691,-32.72986452,-30.99399940,-30.47099121,-30.66578734,-31.43695324,-30.21673926,4.00000000
-35.23597141,-34.04052777,-32.83661276,-31.41495971,-31.56871963,-32.30634490,-32.96160258,-32.53532123,-32.87559354,-32.64424513,-32.41722678,-31.56163233,-31.23821989,4.00000000
-30.70007554,-31.34023175,-30.18882534,-30.09870924,-30.85918557,-30.42146256,-31.06332391,-29.82055387,-25.20641553,-22.78147914,-23.12330683,-24.27052211,-26.28968068,4.00000000
-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,-38.91826679,4.00000000
-3.19064210,-2.56115314,-2.23154571,-1.96283221,-2.18443314,-2.94674954,-2.45146385,-1.59603084,-2.34081008,-2.52474388,-2.36201877,-2.83434892,-2.87770395,4.00000000
-3.33877351,-2.68927610,-1.60172966,-1.96184585,-1.56467287,-2.09888533,-3.02763763,-2.92107163,-2.78022850,-2.09603915,-1.84850218,-3.31552221,-3.04544133,4.00000000
-2.33001525,-0.59376195,-1.31588060,-1.44015002,-2.03996107,-1.62784131,-1.58115420,-0.10511069,-1.98838164,-2.12055472,-1.93561267,-0.47722529,-0.61699662,4.00000000
-2.71347592,-2.53733310,-2.34031759,-1.68132381,-2.56168723,-1.13515507,-0.88239349,-1.59034411,-1.37453954,-3.17056619,-1.96397754,-1.56426265,-1.39621512,4.00000000
-5.13163195,-3.56982289,-3.47343537,-3.50274240,-3.93871628,-4.72620861,-3.08419962,-2.75960974,-4.82019347,-5.31728288,-3.70009861,-3.06896306,-4.06053148,4.00000000
-3.30892767,-4.24325494,-4.97997047,-4.41720785,-4.07097636,-3.94717884,-4.18605417,-4.14108966,-4.66123548,-4.24037464,-3.13061932,-3.86390729,-5.16547376,4.00000000
-7.59166943,-4.96291329,-3.96982889,-4.94207847,-4.34811740,-3.22224942,-4.74359697,-5.73388231,-5.84495236,-5.44931740,-5.46469612,-5.53762164,-5.20147348,4.00000000
-3.34622440,-3.80941822,-4.77520632,-5.05075092,-4.43511510,-5.31131340,-5.62121792,-5.09051365,-4.82924620,-4.47125118,-5.10491937,-6.56363421,-6.21688597,4.00000000
-4.97246432,-3.67664537,-2.61468871,-2.53927542,-2.75088413,-2.62349642,-2.28577783,-1.84858857,-2.58846118,-2.03787873,-0.89455072,-2.62715658,-3.86291388,4.00000000
-2.32577763,-1.86312678,-1.56785251,-1.70535031,-1.51391351,-3.05248218,-2.87980244,-3.28592378,-3.46570008,-3.75670480,-3.19844709,-2.76855487,-2.95756619,4.00000000
-43.41178777,-22.29926964,-15.57609097,-17.46548620,-21.16333090,-22.51734026,-23.33604996,-23.01225332,-23.02528135,-24.34388147,-23.09732962,-22.94804574,-21.19564726,4.00000000
-40.46464172,-32.91710143,-27.29919709,-27.09518885,-26.31081109,-23.43376868,-20.74393400,-23.29260004,-24.73816293,-23.95245099,-24.80414953,-27.09141924,-28.58420870,4.00000000
-41.53313950,-39.88006559,-31.69170821,-29.59940387,-30.78823533,-31.16276647,-31.96281293,-32.67341071,-32.82042448,-31.37154378,-31.39299012,-30.49478690,-29.69530744,4.00000000
-40.92898252,-32.41165808,-24.14360426,-23.65864819,-24.57581951,-22.53474782,-21.94445576,-18.87846611,-17.00072062,-16.39859637,-17.28508555,-17.00757033,-20.15679705,4.00000000
-41.49359351,-27.22076758,-20.52026626,-20.53254198,-21.47256900,-22.44202718,-23.47242414,-23.22413914,-22.68547398,-22.81592159,-21.15969363,-21.33900151,-21.10213647,4.00000000
-40.30543379,-38.41643825,-33.50303241,-29.17451116,-27.16883125,-26.68383338,-27.34125689,-28.12797007,-27.09972722,-27.67679192,-28.98060109,-28.69999555,-27.83108220,4.00000000
-42.40876275,-33.42941899,-24.34312803,-22.68676422,-24.56752314,-23.34636613,-22.73772745,-22.64919010,-24.21801699,-24.10453384,-22.93541231,-22.91002418,-24.03400505,4.00000000
