-34.12397468,-33.45732432,-33.58342877,-33.64990843,-33.35279689,-33.40260079,-34.64825920,-34.67380423,-34.23890091,-34.50737280,-35.08439470,-33.97572844,-31.86470055,5.00000000
-39.08242177,-40.23114332,-39.09181329,-37.99494424,-36.07814455,-34.54408807,-33.47259733,-32.79918471,-32.40928867,-32.29446467,-32.57829909,-32.98213712,-31.82653727,5.00000000
-34.07215189,-33.85102582,-35.33258033,-35.38080074,-34.54006359,-34.05773751,-34.19053097,-35.06283607,-34.30644780,-34.15065684,-35.95581444,-35.62511404,-34.74652531,5.00000000
-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-40.68264958,5.00000000
-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,5.00000000
-36.37358147,-35.95729098,-35.19174927,-34.93102031,-34.45909144,-33.24196694,-32.40349633,-30.47341658,-29.21783996,-27.87883784,-28.69526112,-29.94695489,-28.86155191,5.00000000
-40.22926883,-37.88132783,-33.58771881,-32.04976385,-32.46585117,-31.42617002,-31.66693241,-32.30731392,-30.95012045,-31.11652463,-31.63497460,-32.36353635,-31.66782788,5.00000000
-41.39987946,-41.28349542,-41.48004121,-41.85063716,-41.31866349,-37.52304994,-33.40543396,-31.05450835,-32.22714054,-32.78034382,-31.90957943,-31.08227646,-31.28295010,5.00000000
-30.59223370,-31.41053848,-33.31413641,-32.99652767,-34.12621143,-34.59240001,-33.29291145,-28.55672868,-28.42099048,-29.06609752,-33.13827178,-33.00518755,-32.07474581,5.00000000
-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,5.00000000
-5.63263381,-4.83572813,-5.97395482,-5.42942555,-3.29069937,-1.74130992,-3.09751805,-2.94307118,-3.58257770,-4.73309271,-6.40722452,-6.76292920,-5.58172333,5.00000000
-4.15479631,-3.96368267,-3.63057090,-3.11539715,-3.53457143,-4.77710197,-4.20964892,-4.93794366,-4.08590439,-4.54144154,-5.09850534,-4.91770685,-4.55105261,5.00000000
-3.10940929,-2.89721241,-3.59167112,-4.07755620,-3.85413739,-3.78155077,-3.90538617,-2.65733850,-1.36962400,-0.29302146,-0.18219423,-0.65311864,-0.10491828,5.00000000
-4.50309817,-3.73809660,-2.10597287,-1.88212723,-3.41197009,-3.52063248,-3.65296698,-3.49670489,-3.79070870,-4.51774391,-3.68956950,-4.44739107,-3.83054661,5.00000000
-5.13229454,-3.52234375,-1.80970286,-2.32667317,-3.06995697,-2.46148595,-2.42558003,-3.77103503,-4.53252507,-3.56212597,-3.62334260,-3.08621477,-2.92363686,5.00000000
-2.62506290,-2.69670610,-2.57946041,-3.64210357,-3.26495090,-2.78146320,-3.29079847,-4.44490342,-4.85789740,-5.52249711,-3.85760071,-2.40939436,-2.27059558,5.00000000
-2.82306477,-2.50335524,-3.05428140,-3.31408321,-3.34408290,-3.18779723,-3.08145563,-2.69879963,-3.04397915,-3.53043457,-3.33097859,-3.26955232,-3.41215652,5.00000000
0.04977594,-0.72791468,-0.89138557,-1.08897446,-0.36124416,-0.45085801,-1.38106464,-1.42135572,-1.41322839,-1.46469678,-2.15087418,-2.24298911,-1.66685143,5.00000000
-4.40571821,-3.62066995,-2.45251631,-2.28983539,-2.54830362,-3.58181715,-4.44547023,-4.11362597,-4.95514273,-3.99678798,-3.30031416,-3.76469177,-3.99485085,5.00000000
-5.34780122,-4.38315241,-3.53688933,-2.97736539,-3.18417861,-2.21623830,-1.71365220,-1.97325218,-3.64341667,-5.48416747,-4.60329177,-2.92601820,-1.70839061,5.00000000
-42.95750830,-21.28458620,-14.47025976,-15.18789587,-16.94855856,-14.95726475,-14.45061495,-16.03355490,-15.72624440,-16.40279711,-17.07240931,-17.19789164,-17.75266439,5.00000000
-50.16011030,-40.68232044,-31.98716832,-29.15518060,-28.57889650,-27.82273647,-27.76508693,-28.17293133,-29.24652890,-27.49368858,-26.23803826,-24.35317439,-21.91180066,5.00000000
-47.42445790,-38.16043467,-30.67385392,-30.56914568,-32.42336363,-33.57145363,-33.89824401,-35.30183724,-34.35396585,-33.87223071,-35.53050611,-36.69123515,-34.97850704,5.00000000
-49.94092300,-43.70137795,-37.72401031,-37.81036441,-38.06158866,-37.08566900,-38.46578445,-38.57602980,-38.99370078,-38.45598597,-36.19063831,-37.67661001,-37.70098532,5.00000000
-42.07332605,-41.38634282,-34.91395251,-32.95208068,-32.70689167,-32.64914191,-33.31139315,-33.94001043,-33.86541938,-33.28986655,-34.77902986,-36.12734540,-34.91290212,5.00000000
-46.26411101,-40.47119926,-32.45646416,-30.89121343,-31.84951405,-32.43009579,-31.69001415,-31.90620283,-32.46699908,-32.21344516,-32.72349713,-31.87865101,-33.16795785,5.00000000
-46.77978531,-46.54002775,-37.69995737,-34.80656231,-33.05866499,-33.13108900,-35.31643980,-35.67121266,-35.00624511,-33.89664994,-34.23170737,-35.73655992,-35.04282794,5.00000000
-51.23404098,-41.89161679,-35.09631087,-34.80411505,-35.37313361,-36.15000443,-36.23736105,-37.32360129,-37.44976503,-37.44032238,-37.52197333,-36.30892673,-36.20302111,5.00000000
-46.91542896,-33.97974578,-25.36966660,-23.81149003,-25.03232944,-28.08416392,-24.89940243,-24.23210698,-27.33579295,-27.04798115,-26.99691624,-26.69529905,-26.38279190,5.00000000
-48.73579079,-46.00673855,-36.43922285,-34.48587773,-35.53747274,-34.41925743,-34.18198088,-31.64180111,-32.64466428,-32.30846774,-32.59768328,-33.62157724,-33.76385867,5.00000000
-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,-58.84777994,5.00000000
-65.20364556,-65.22539245,-65.22539245,-65.22539245,-65.22539245,-65.22539245,-65.22539245,-65.22539245,-65.22309141,-65.22539245,-65.22539245,-65.22539245,-65.22482866,5.00000000
-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,-56.71476400,5.00000000
-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,-57.30538643,5.00000000
-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,-49.44436178,5.00000000
-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,-41.23869389,5.00000000
-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,-54.83767932,5.00000000
-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,-45.95533903,5.00000000
-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,-54.23450226,5.00000000
-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,-40.31672181,5.00000000
